,de,mscs,mrmscs,keyword_mscs,refs_mscs,nDCG_mrmscs,nDCG_keywords,nDCG_refs,nDCG_keywords_and_refs,nDCG_keywords_or_refs
429,5661760,"['57M50', '53C20', '57N10', '57M40']","['53C23', '53C44', '57M50', '57N16']","['57M50', '53C20', '57N10', '57M40', '53C44', '53C23', '14J45']","['57M50', '53C23', '57M60', '57-02', '53C20', '53C44', '53C21', '57M40', '53-02', '53C30']",0.15661530200008025,1.0,0.6543921348350569,0.5886028030901714,0.6980360714303515
430,5661761,"['11S15', '12F10', '13B05', '14H30']","['11S15', '12F10', '13B05', '14D15', '14H30']","['11S15', '11S31', '14E22', '11S20', '14F20', '16K20', '11G05', '14H05', '11R32', '14H30']","['14H30', '14E20', '14D15', '13-02', '13-01', '13Cxx', '13Jxx', '13A15', '13B20', '13A18']",0.9862730600551941,0.403774554142914,0.3132306040001605,0.3132306040001605,0.17259945836403467
431,5661762,"['14H60', '14D20', '14N10']","['14H60', '14D20']","['14J30', '14J17', '14J32', '20C10', '14F43', '14H60', '14D20', '14N10', '14P05', '14P20']","['14H40', '14D07', '14H10', '14F05', '14D20', '32G15', '58E05', '14F10', '81T08', '32G13']",0.8189625508803525,0.4845788596773703,0.2801393816260644,0.7241497964785897,0.6764005308366271
432,5661764,"['14J70', '32S25', '14N05']","['14J50', '14J17', '14J70', '14N05']","['14J70', '32S25', '14N05', '14H20', '14Q05', '14H10', '32S10']","['57-02', '55-02', '57R19', '14-02', '32-02', '32S30', '57Q10', '14F25', '14E15', '14F40']",0.33697462005812095,1.0,0.0,0.0,0.4205365924534727
433,5661765,"['14C25', '14G40', '11G50']","['14C25', '11G50', '14G40']","['14G40', '14H25', '14G20', '11F67', '11G18', '14J28', '14J27', '14D99', '14C25', '11G50']","['94C15', '94C05', '35J05', '05C10', '05C25', '14D20', '14H10', '14C20', '11G30', '14G40']",0.9525936227991185,0.9378083190992097,0.20932623514721738,0.7241497964785897,0.6868595723265023
434,5661768,"['46E30', '60J35']","['46E30', '46E35', '46N30', '60J35']","['46E30', '60J35']","['60J60', '60B05', '60J35', '35K05', '58J35', '58J65', '28A80', '35J60', '47D07', '60G52']",0.8229304739169978,1.0,0.44211410869774026,0.8842282173954805,0.4342142119573918
435,5661769,"['14N10', '13C40', '13F20', '13P99', '14M12']","['14N10', '13C40', '13P15']","['13P15', '12Y05', '13B25', '12E05', '14M12', '14Q10', '13F20', '68W30', '11C08', '14M25']","['55P62', '11C08', '12E10', '13F20', '55N10', '55Q52', '55T10', '13D10', '13E10', '14B07']",0.6319122028208669,0.20120365968360263,0.12032125410796837,0.17626745124774681,0.20803845814281563
436,5661770,"['13C40', '12E99', '13F20', '13P99']","['13C40', '13F20', '13P15']","['13C40', '12E99', '13F20', '13P99']","['55P62', '11C08', '12E10', '13F20', '55N10', '55Q52', '55T10', '13D10', '13E10', '14B07']",0.5108571117930206,1.0,0.13490107841403912,0.3132306040001605,0.5460254784742146
437,5661771,"['16S37', '16E30', '16E05']","['16S37', '16E30']","['16W50', '16S37', '16R10', '16E65', '16R50', '16D90', '16P90', '16E30', '16W30', '16E10']","['16G70', '16G20', '16E65', '16G10', '16E10', '16E30', '16E05', '17B10', '17B35', '14M15']",0.8189625508803525,0.4568876526410577,0.3786389947949168,0.4568876526410577,0.5606565495748159
438,5661772,"['53C60', '22E46', '53C30']","['53C60', '53C30']","['93A30', '93B30', '52C17', '53C60', '22E46', '53C30', '53B40']","['53B40', '53-01', '58B20', '53-02', '53C60', '53C20', '53C50', '53C30', '53C35', '22E46']",0.5905187245598237,0.5650502335887805,0.4636178391205141,0.7213556173171234,1.0
439,5661773,"['14H50', '14H37']","['14R20', '14R05']","['52A30', '53A15', '14H50', '14H37', '53C25', '53C20', '53C44', '53B30', '14R20', '14J45']","['14A15', '14C20', '14F05', '14L24', '14D15', '14M25', '14E07', '14J26', '14R25', '14R05']",0.0,0.6018734195681277,0.0,0.0,0.449976029718848
440,5661775,"['35B45', '35K65', '35K92']","['35K57', '35B45', '35B65']","['35B45', '35K65', '35K92']","['35B45', '35B65', '35K59', '35K65', '35K99', '35K20', '35K40', '35K50', '35K60', '35B05']",0.22844382632052884,1.0,0.6739492401162419,0.9525936227991185,0.4636178391205141
441,5661778,"['28A78', '28D20', '60G57']","['37C45', '28A78', '28D20']","['28A80', '37D25', '37C40', '37C45', '28A78', '28D20', '60G57', '37C30', '37B10']","['28A80', '37H99', '60G42', '60G57', '82B05', '37A99', '37C45', '37D35', '37C70', '37B10']",0.5905187245598237,0.5187086856079489,0.15593717093847356,0.36207489823929484,0.4109360660298593
442,5661780,"['11R06', '11Y60']","['11R06', '11Y60']","['11R06', '11K16', '11A63', '37B10', '28A80', '37A45', '11J68', '11A67', '05C05', '37E05']","['11R06', '11Y60', '11A63', '11K16', '00A07', '11A67', '11C08', '11-01', '12-01', '15-01']",1.0,0.44211410869774026,1.0,0.44211410869774026,0.4995503911754286
443,5661782,"['26B25', '52A40', '39B62']","['39B72', '26D15']","['14M25', '47A60', '52A40', '26B25', '46E30', '14G40', '52A41', '47A63', '15A45', '15A60']","['52A40', '26D15', '46B20', '52A20', '28A75', '26B25', '39B62', '52A38', '26B15', '51M25']",0.0,0.5180120691777684,0.973815110249264,0.9525936227991185,0.5113047472750596
444,5661783,['11N37'],"['11N37', '11L07', '11N36']","['11N37', '11M06', '11N25', '11A25', '11P21', '11N45', '11N05', '11L07', '11A63']","['11N37', '11L40', '11N35', '11P21', '11M06', '11N13', '11N05', '11B83', '11L07', '11-02']",1.0,1.0,1.0,1.0,0.2890648263178879
445,5661784,"['42B15', '42B30', '42B35', '42C15']","['42C99', '42B15', '42B30']","['42B15', '43A22', '42B30', '42A45', '46E35', '42B20', '47B38', '05B10', '43A15', '22E30']","['44A15', '42B30', '30D55', '42A45', '42A50', '43A85', '32A07', '42B15', '33C10', '33C45']",0.5108571117930206,0.626461208000321,0.4940662694821502,0.5108571117930206,0.26358552803431057
446,5661787,"['32E40', '32W05']","['32E40', '32W05']","['32E40', '32E10', '32C15', '32C35', '32C36', '32W05', '32T99', '35N15', '32A07']","['43A30', '22E25', '32A26', '32E10', '32T15', '46E15', '32T40', '32A37', '32C22', '32Q55']",1.0,0.7570825547777251,0.0,0.0,1.041712440435473
447,5661788,"['53C40', '53C50', '53C21']","['53C40', '53C80']","['53C42', '53C40', '53A10', '53C50', '53C21', '35J60', '53A05', '53C12', '53B30', '35K55']","['53C40', '53C50', '53C42', '53B30', '83C20', '35J60', '35A30', '53A10', '58J60', '35J99']",0.36207489823929484,0.6803878590105081,0.8189625508803525,0.5969573434540899,0.49867746663714263
448,5661789,"['53C27', '53C25', '58J50', '81T30']","['58J50', '53C27']","['53C27', '58J50', '34L40', '58J20', '81Q10', '53C25', '81Q05', '47E05', '53C55', '58C40']","['53C30', '53C05', '58J60', '53-02', '53C25', '53D15', '81T30', '53C29', '53C27', '53C55']",0.5108571117930206,0.7340070965271085,0.44105028563584764,0.8240877157931812,0.5021756999438636
449,5661790,['53C50'],['53C50'],"['53C50', '53C30', '53C15', '53C25', '53C27', '53C29', '53C35', '53B30', '53B50', '83C35']","['53-02', '53C25', '53C55', '53C30', '58J60', '53C20', '22E60', '53C05', '17B30', '53C50']",1.0,1.0,0.2890648263178879,0.5,0.31546487678572877
450,5661791,"['53C50', '53C35', '53C22']","['53C50', '53C22', '53C35']","['53C50', '53C35', '53C22', '53C30', '15A66', '53C27', '53B50']","['53-02', '53C50', '53Z05', '83-02', '53C25', '53C55', '53C30', '58J60', '53C20', '53C22']",0.9525936227991185,1.0,0.3331069438941376,0.5431123473589422,0.42731152692547714
451,5655669,"['47B48', '46L05']","['47B49', '46L05', '47B48']","['46L05', '46L35', '46L80', '46L55', '46L07', '47L25', '47B48', '15A30', '15A86', '16N60']","['46H05', '46L10', '46L70', '47B48', '46H70', '47A10', '17C65', '47-02', '47A12', '47B15']",0.7789429456511299,1.031599586961394,0.19040818260962875,0.44211410869774026,0.5481385836091163
452,5655670,"['47B38', '47B40', '46E15']","['47B38', '46E15', '47A10', '47B40']","['47B38', '47B37', '47A10', '46E15', '46E30', '47B40', '46B42', '46B45', '46B10', '28A25']","['47A11', '47B40', '47A15', '47A45', '47A10', '47B38', '30H10', '30H20', '30D55', '47G10']",0.9023930664367708,0.7759594312262534,0.5858613336653004,0.5905187245598237,0.5596521234279512
453,5655672,['47A16'],"['47A16', '47A13']","['47A16', '65N38', '65F10', '65N12', '43A62', '47B38', '46E35', '47B33', '47B35']","['47A16', '47B37', '47B33', '47B20', '43A46', '47A15', '47A65', '46A04', '47B38', '46J15']",1.0,1.0,1.0,1.0,0.5
454,5655674,"['47D06', '34G10']","['34G20', '34C27']","['43A60', '34G20', '47D06', '45N05', '45M05', '44A35', '42A85', '34D10', '35B15', '35K05']","['34G10', '35G10', '35K25', '34A12', '34G20', '44A35', '42A85', '34K30', '34K06', '34K14']",0.0,0.22105705434887013,0.8842282173954805,0.0,0.5281877347851709
455,5655675,"['47A55', '47B15', '47B20']","['47B99', '47A10', '47A15', '47A55']","['47A55', '65F15', '65F20', '37J40', '15A18', '47D06', '81Q15', '15A09', '15A42', '35Q55']","['47A56', '47N20', '46B15', '47B50', '46C20', '93B15', '34K35', '47B40', '47A15', '47A10']",0.15593717093847356,0.36207489823929484,0.0,0.0,0.088581820141645
456,5655677,"['43A65', '43A07']","['22D12', '22D10']","['43A65', '43A07', '28D20', '22D40', '22D10', '37B40', '37A15', '60B15', '60G50']","['60B15', '60G50', '43A07', '43A65', '22D12', '43A22', '20E05', '82B43', '05C80', '37A20']",0.0,1.0,0.632522291307369,0.8229304739169978,0.39402059315405635
457,5655679,"['60H07', '60J65', '60G15']","['60H07', '60G22', '60J65']","['58A25', '49Q15', '49Q20', '53C65', '32C30', '49Q05', '49N60', '53C15', '60G15', '60H07']","['60G07', '60H10', '58J65', '60H05', '60J55', '60H07', '28-02', '76M35', '76F55', '49Q15']",0.7241497964785897,0.21365852262062004,0.1289736810242426,0.36207489823929484,0.2175555011658876
458,5655680,"['58B34', '58J05', '46L89', '58E15']","['58J42', '53D55', '58E15']","['81T13', '81T08', '57N13', '57R57', '57R56', '53C80', '53C07', '57R20', '53Z05', '53B50']","['46L55', '46M20', '46L80', '46L65', '46L85', '58B34', '58J42', '58-02', '46L87', '81S10']",0.15661530200008025,0.0,0.11157499236704398,0.0,0.11157499236704398
459,5655681,"['47A57', '44A60']","['47A57', '44A60']","['44A60', '47A57', '90C22', '90C90', '14P10', '60F05']","['41A55', '47-01', '46-01', '46Axx', '46Bxx', '47Bxx', '30E05', '44A60', '47A20', '15B57']",1.0,1.1631711630466106,0.27894294565112987,0.8842282173954805,0.39841904643188664
460,5655682,"['43A20', '47H10']","['47H10', '46B99', '46H99', '46L05', '58C30']","['22D25', '46L05', '46L35', '46L80', '46L55', '22D15', '46L08', '22E46', '22E25', '22E27']","['47H10', '47H09', '54H25', '22D35', '47L50', '22D25', '46B20', '46B42', '46E05', '46L05']",0.8842282173954805,0.0,0.8842282173954805,0.0,0.3420661681354362
461,5655683,"['46E30', '28A60']","['46E30', '46B03']","['46E30', '42B30', '42B35', '42B25', '28A60', '47G10', '26B99', '46B09']","['46M35', '46E30', '46E35', '46-02', '46E15', '46B70', '46B25', '46B15', '46Bxx', '46-01']",0.44211410869774026,0.7841802768331765,0.27894294565112987,0.44211410869774026,0.34244637308849607
462,5655684,"['46B15', '42C15']","['42C15', '34A34']","['42C15', '14Q15', '14M99', '15B99', '58A05', '03B45', '46B15', '41A46', '94A12']","['81P15', '81R05', '42C15', '46C99', '42C40', '94A12', '81P45', '94A40', '46B15', '05B20']",0.8842282173954805,1.031599586961394,0.575203716922006,0.8842282173954805,0.4344445468607416
463,5655685,"['35J61', '35J25', '35B38', '35B44', '35J20', '35B25']","['35J20', '35B38', '35J25', '35J91', '49K10']","['46E35', '35J20', '35J60', '35B33', '26D10', '35Q55', '35J75', '26D15', '35B25', '35J62']","['35J60', '35J65', '46E35', '26D10', '35J20', '47J30', '35B05', '35B40', '35D05', '35B30']",0.6684958806128976,0.23680269395835785,0.09829586201941229,0.2540911172962417,0.13540202840945087
464,5655686,"['35J61', '35J91', '35A30']","['35J91', '35C05']","['35J91', '35J61', '35K55', '35J60', '35B25', '35J20', '35B08', '53A10', '35B40', '35K57']","['35K57', '34C30', '34D35', '35J60', '35B05', '35B40', '35B45', '35K55', '35B20', '35B08']",0.7241497964785897,0.9525936227991185,0.0,0.0,0.4260962550372115
465,5655687,"['43A80', '58J35']","['35K08', '35R03', '58J35']","['58J35', '22E30', '58J65', '35K08', '35K05', '43A80', '58J50', '47D07', '60J35', '43A85']","['58J35', '43A80', '60E15', '43-02', '35J70', '35H20', '35A08', '31C05', '31C15', '35B50']",0.44211410869774026,1.041712440435473,1.1631711630466106,1.0,0.4278323473560925
466,5655689,"['60B20', '15B52']",['60B20'],"['60B20', '15B52', '34B16', '34B18', '34B15', '47N20', '34B10', '57R45', '35J60', '32S65']","['60E15', '82B44', '06A07', '05-02', '05C80', '05Cxx', '11B75', '11T30', '15B52', '15B36']",0.44211410869774026,1.0,0.2661792164485313,0.8842282173954805,0.32335262683207283
467,5655693,"['53C21', '35J92', '35J93']","['58J05', '35J10', '35R01', '53C21']","['34B40', '34C11', '53C21', '35J92', '35J93']","['47D07', '47D06', '35K15', '58J50', '53C21', '53C20', '58E20', '35D10', '35J20', '35J50']",0.15593717093847356,0.6329814818096267,0.1400696908130322,0.36207489823929484,0.38144899390548165
468,5655694,"['35K92', '35K65', '35K59', '35B05']","['35K59', '35R05']","['35R06', '35J60', '35J65', '35K58', '35J62', '60H30', '35R05', '35J85', '31C15', '35R60']","['35K65', '35R05', '35D30', '35K60', '35J65', '35Dxx', '35B45', '35K20', '35K40', '35K50']",0.3132306040001605,0.0,0.626461208000321,0.0,0.26980215682807823
469,5655695,"['47D06', '37C10']","['34G10', '34D09']","['47D06', '37C10', '47D09', '47D07']","['47D06', '34G10', '34-02', '47-02', '47E05', '34G20', '34D05', '35B40', '35Q30', '35-01']",0.0,1.0,0.44211410869774026,0.44211410869774026,0.6887633322858833
470,5655696,"['60H10', '60H07']","['60H07', '60H10']","['60H10', '65C30', '60H35', '34F05', '60J60', '60H07', '60H15', '35R60', '60J65', '60G35']","['60H07', '60-02', '60H10', '34F05', '60Hxx', '60J60', '58J65', '60H20', '60J65', '60J55']",1.1631711630466106,0.7570825547777251,1.1052852717443507,0.6131471927654584,0.37961349973160285
471,5655697,"['46G12', '46T20', '26B30', '26E15', '47D07']","['28C20', '60B11']","['26A45', '46E35', '31C25', '26B30', '28C20', '60H07', '60H15', '58K05', '49Q15', '49J45']","['49-02', '26-02', '49J10', '49Q20', '49J45', '49Q15', '26A45', '46T12', '26B30', '58D20']",0.0,0.12032125410796837,0.08410094750556188,0.1396886501626866,0.08410094750556188
472,5655698,"['26D10', '26D15', '30L99']","['46E35', '26D10', '35R03', '60E15']","['82B99', '47D03', '26D10', '26D15', '30L99']","['60J35', '26D15', '28C20', '46E35', '46-02', '60-02', '60J60', '58J65', '94A17', '47D07']",0.22844382632052884,0.6329814818096267,0.4568876526410577,0.7241497964785897,0.6812461866059173
473,5655700,"['46L35', '46L05']",['46L05'],"['46L05', '46L35', '46L80', '46L55', '46L07', '47L25', '47B48']","['46L05', '46L08', '46L35', '46L55', '19K14', '46L80', '46M40', '19A13', '19B14', '54H20']",0.8842282173954805,1.1631711630466106,1.1052852717443507,0.7210570543488701,0.8842282173954805
474,5655702,"['42C15', '94A20', '42B10']",['42C15'],"['42C15', '42C40', '94A12', '42C30', '46C05', '46H30', '42C20', '65D07', '46E22', '47B38']","['42C40', '47B99', '42-02', '42C15', '46B15', '46C05', '42C99', '46E35', '65T60', '42C30']",0.36207489823929484,0.36207489823929484,0.15593717093847356,0.15593717093847356,0.22844382632052884
475,5655704,"['43A46', '43A45']","['43A25', '43A45', '43A46']","['43A20', '22D15', '43A10', '46H25', '43A22', '46G20', '43A07', '46A40', '46H05', '28C10']","['46H40', '46-02', '46Hxx', '43A20', '46H05', '22D15', '46H25', '47B47', '47L10', '46J10']",0.7789429456511299,0.0,0.0,0.0,0.0
476,5655705,"['47B35', '47A57']","['47B35', '44A60', '46E22', '47A57', '47B32']","['44A60', '42C05', '33C45', '30E05', '47A57', '30D15', '30C15', '43A80', '70E50', '39A70']","['47B35', '46E20', '46J15', '47B10', '47B32', '47B38', '81S10', '32M15', '47Gxx', '43A35']",0.8229304739169978,0.3420661681354362,0.44211410869774026,0.0,0.36579678083121625
477,5655706,"['58J05', '53C20']","['53C21', '35J60']","['58J05', '53C20', '35J55', '35J50', '35J47', '35J45', '35J60', '49J20', '35B45', '49K20']","['35Q55', '35K15', '37K15', '37K40', '68U05', '53C20', '52A40', '53C55', '53-02', '58J60']",0.0,1.0,0.31496844607998487,0.8842282173954805,0.3550732666443583
478,5658643,"['35L67', '35L65', '35L60', '76N10', '35Q31', '35J46']","['35L67', '35L65', '35Q31', '76N15']","['35L67', '35L65', '76H05', '76B10', '35Q35', '35L60', '76N10', '35Q31', '35J46']","['35J25', '35A20', '35B65', '35J55', '76H05', '76N10', '35Q35', '35M10', '35L65', '35R35']",0.7017639679851907,0.9065704015451969,0.24348717803711634,0.43005837987499634,0.6432680794161806
479,5658644,"['35L45', '35B65', '35B30']","['35L15', '35B65']","['65M06', '35L45', '35L65', '65M12', '76N15', '76M20', '93C20', '35B35', '35B40', '35Q40']","['35L45', '35A02', '35L15', '35B45', '35B65', '35L10', '35A05', '35-02', '46-02', '35G05']",0.4568876526410577,0.22844382632052884,0.6422142798653592,0.36207489823929484,0.27465838751954297
480,5658645,"['35B40', '35L15', '47A40', '35J10', '81U05']","['35L10', '34L25', '35B40']","['35B40', '35L15', '47A40', '35J10', '81U05', '47A15', '83F05', '35L05', '62M15', '60G70']","['47A40', '35J10', '46E30', '46E35', '35B45', '35L05', '35L15', '35L70', '35B40', '46N20']",0.1396886501626866,1.0,0.7259972326289307,0.8359759099517434,0.5729515692371352
481,5658648,"['35B25', '35J61', '35J25']","['35J91', '35B25']","['35B25', '35J61', '35J25', '35B32', '35J57', '35J47', '35J20']","['35J65', '35B25', '49Q20', '58E05', '28A15', '26B35', '35J60', '35R05', '35K60', '35B40']",0.22844382632052884,1.0,0.22844382632052884,0.36207489823929484,0.3957545075535091
482,5658649,"['76J20', '76L05', '35Q30', '76M25', '65M25']",['35Q31'],"['65M25', '92D25', '76L05', '65M12', '76M99', '35F20', '35R10', '35B40', '35F30', '65M60']","['35L25', '35L65', '37K05', '37K45', '76B03', '35Q35', '76M22', '76M20', '76L05', '35D30']",0.0,0.5587546006507464,0.16820189501112376,0.5587546006507464,0.21660096114215463
483,5662773,"['14J33', '53D37', '53D45', '14N35', '14M25', '14J45']","['14J33', '14J45', '14M25', '53D37']","['14J33', '14N35', '14J32', '53D45', '14M25', '53D37', '81T30', '14D07', '14F05', '53D12']","['14J32', '53D40', '58E05', '53C55', '14M25', '53D20', '57S25', '53C15', '55N91', '57-02']",0.7603124976331129,0.8031498774926937,0.09829586201941229,0.2540911172962417,0.45864090462591306
484,5662775,"['81R10', '37K30', '17B67', '81R12', '82B23']","['14D24', '17B67', '17B69', '22E57', '37K30', '81R12']","['82B23', '22E46', '34M40', '35Q40', '81T40', '81T20', '81R10', '37K30', '17B67', '81R12']","['37J35', '37K10', '17B67', '17B68', '17B69', '58K10', '34M35', '17B80', '81R50', '22-02']",0.49193943935543766,0.7136296166495206,0.1396886501626866,0.2793773003253732,0.5300500519733314
485,5662777,"['14G40', '11H31', '11H55', '14F05', '18G15']","['14G40', '11G50']","['14G40', '14C40', '11G50', '14F05', '19E08', '58J52', '37P30', '58J50', '35P10', '35J05']","['11H06', '11H60', '52C07', '52A40', '52A21', '14F30', '14F40', '14L05', '14-02', '14F10']",0.2793773003253732,0.3996985544333417,0.0,0.0,0.26440117687162024
486,5659489,"['60H10', '60J60', '60J55']","['60H10', '60J55', '60J60', '60J65']","['60H10', '60J60', '60J55', '60K25', '60J10', '92D25']","['60-02', '60H15', '60H10', '60J65', '60J60', '60K35', '58J65', '60F05', '37C50', '37B25']",0.9525936227991185,1.0,0.4611768307457118,0.9525936227991185,0.48703727057287366
487,5659491,"['60B10', '60J27', '60J05']","['60B10', '60J05', '60J27']","['60B10', '60J27', '60J05', '58J65', '60K35', '58J50']","['60G50', '60B15', '60G40', '60C05', '60J20', '60J10', '60J80', '60J27', '60J35', '37A30']",0.9525936227991185,1.0,0.22844382632052884,0.7241497964785897,0.6012591837331381
488,5659494,"['60H15', '60F17', '60J60', '60K40', '60G09']","['60H15', '60F17', '60G09', '60J60', '60K40']","['60H15', '35R60', '65C30', '60H10', '60H35', '60F10', '60H07', '60G15', '37H10', '60H05']","['60G15', '60-02', '60B11', '60G17', '60K35', '60H15', '60J60', '60G20', '60H05', '60H20']",1.0,0.2793773003253732,0.19264196906585873,0.17626745124774681,0.17105609387594436
489,5659495,"['82C20', '60J10', '60K35']","['82C20', '60K35', '82C27']","['82B20', '60K35', '82B26', '82B27', '82C20', '82D40', '82B43', '82B05', '82B24', '60G50']","['60K35', '82C44', '82C05', '60J10', '82C20', '60J35', '82C22', '60J80', '60B10', '60J05']",0.5905187245598237,0.368513517133561,0.8140189309292742,0.5905187245598237,0.4603622097568809
490,5659497,"['60H10', '60G46', '60G44']","['60H10', '60G44', '60G46', '60H20', '60H99']","['60G44', '60H07', '60H30', '60G17', '65C30', '91B30', '91B70', '28A20', '46A20', '60H10']","['60H05', '60G46', '42A61', '91B28', '46N10', '90C39', '60H10', '93E20', '60H99', '93C05']",0.9525936227991185,0.46673801581290353,0.5775792853874893,0.36207489823929484,0.4005721033945561
491,5662776,"['53C42', '14E20', '53A10', '53A35']","['53C42', '37K25', '53A10']","['53A10', '01A60', '53Z05', '22E67', '53C05', '53C42', '01A55', '18B25', '03G12', '18F20']","['53A05', '53C40', '53B30', '22E67', '22E15', '22E25', '22E46', '53C50', '49Q20', '53C42']",0.4698459060002408,0.4248055963672045,0.09054395014275352,0.3132306040001605,0.4006040713480479
492,6023334,['14G40'],"['14G40', '14D23', '14H10', '53Cxx', '58J52']","['14G40', '11G50', '11G30', '14C40', '14J20', '14H25', '14H30', '30F10', '11F72', '30C40']","['00B15', '14-06', '14G40', '31C45', '14G25', '14J25', '14C40', '14F05', '14C17', '14C25']",1.0,1.0,0.5,1.0,1.0
493,6023335,"['54C35', '54A20', '26A03', '03E75']","['54C35', '03E75', '26A03', '40A05']","['54C35', '54C30', '54A20', '41A25', '54D20', '41A30', '42C40', '54C65', '26A15', '26B05']","['54A25', '54D35', '54D50', '54B10', '54D55', '54A10', '03E20', '03E99', '54D20', '28A05']",0.667472413793101,0.626461208000321,0.0,0.0,0.2777894404693134
494,6023336,"['17B10', '16S37']","['17B10', '16S37']","['16W55', '17B10', '17B67', '17B70', '16W30', '16S37', '17B20', '05E05', '15A72', '15A75']","['19-02', '16E20', '13D15', '18F25', '19Axx', '19Bxx', '19Cxx', '19Fxx', '19Lxx', '17B10']",1.0,0.5939113917311147,0.1277996380434001,0.44211410869774026,0.386323571127427
495,6023337,['42B15'],"['42A20', '42A16', '42A45', '42A61']","['42A10', '42A24', '42A20', '42A16', '42B05', '42A50', '42C10', '65T40', '41A25', '42A32']","['28D05', '11L07', '11N25', '42A45', '60G42', '60J70', '42B20', '42B25', '47G10', '47B38']",0.0,0.0,0.0,0.0,0.0
496,6023338,"['11F11', '11F30', '34F05']","['11F11', '11F30']","['11F11', '11F30', '34F05', '26C10', '60H99', '60G15', '26A12', '35K05', '60H15']","['14G99', '14G10', '14-02', '14Fxx', '11F11', '11F30', '11F33', '34F05', '30B20', '60D05']",0.8189625508803525,1.0,0.5122389660217819,0.9525936227991185,0.4093514271499133
497,6023339,"['14T05', '20M14', '06F05', '12K10', '13B25', '22A15', '51M20']","['12K10', '14T05', '51M20']","['14T05', '14M25', '14N10', '14N35', '51M20', '52B20', '14C17', '14J32', '16Y60', '14H10']","['14T05', '14C17', '14C20', '14P05', '14G20', '14M25', '32A60', '52B20', '28D20', '14N10']",0.4991719369075229,0.32487133882880814,0.2342507706182741,0.09062056821053402,0.20932163696510567
498,6023340,"['13D10', '17B70', '18G30', '18G50', '18G55']","['17B55', '13D10', '14D15', '14F05']","['18G55', '16E45', '53D17', '53D55', '53C15', '53C08', '13D10', '17B70', '18G30', '18G50']","['14B07', '14D15', '14M12', '14-02', '18G55', '55R40', '18G30', '20J06', '57N65', '53C65']",0.17626745124774681,0.7136296166495206,0.20120365968360263,0.45564475157312007,0.6505700632643614
499,6023341,"['53D17', '14M15']","['53D17', '14M15']","['53D17', '53D55', '53D20', '53D10', '16E40', '18G55', '58A50', '53D18', '18D50', '17B62']","['22E70', '81Q05', '17B37', '05E15', '20G05', '17B10', '05E05', '05E10', '05B20', '05C20']",1.0,0.44211410869774026,0.0,0.0,0.11612106508284474
500,6023342,"['14J10', '14C20', '14E30']","['14J10', '14C20', '14E30', '14J60']","['14J10', '14C20', '14E30', '14F05', '14G20', '14G40', '14H60', '14H25', '11G30']","['14E05', '14J60', '14C20', '14J30', '14E30', '32J17', '14J45', '14J15', '14B05', '14J40']",1.0,1.0,0.5021445890523271,0.8189625508803525,0.43059555845801656
501,6023343,"['31C25', '60J45', '46E35']","['31C25', '46E35', '60J45']","['31C25', '60J75', '60J45', '46E35']","['46E35', '31-02', '46-02', '31C45', '31B15', '31C15', '30E10', '47D03', '60B15', '60G50']",0.9525936227991185,0.8800869674170632,0.36207489823929484,0.36207489823929484,0.5089833366581487
502,6023344,"['14B15', '32C37', '32S25']","['14B15', '32C36', '32C38', '32S25']","['14B15', '32C37', '32S25', '32S40']","['58-02', '57R45', '58C25', '58K99', '37J99', '37G99', '32-01', '32S10', '32S55', '58K40']",0.5180120691777684,1.0,0.0,0.0,0.40906051306226976
503,6023345,"['17B56', '17B10']","['17B56', '17B10']","['17B10', '17B56', '55N35', '55U10', '55N99', '20J05', '05E25', '57M99', '18G35']","['05-01', '05E15', '20F55', '68R15', '17B10', '16S37', '17B56', '17B65', '17B55', '17B20']",1.0,1.1631711630466106,0.4894375377013496,1.0,0.7210570543488701
504,6023346,"['55R50', '16E20', '19A49']","['19A49', '16E20', '54C40', '55R50']","['11R70', '14C35', '19F05', '37K99', '37N20', '81Q05', '19K99', '47L10', '11G45', '19F27']","['18F25', '18-02', '16E20', '55R10', '55R40', '55Q52', '57T15', '22E40', '57R42', '55P60']",0.9748997218188261,0.0,0.36207489823929484,0.0,0.2413832654928632
505,6023347,"['14C20', '14J30', '14J35', '14J40', '14J45']","['14C20', '14J40']","['14C20', '14J40', '14J30', '14J35', '14F05', '14J60', '14J15', '32J99', '14J10', '14J45']","['14C20', '14N05', '14M20', '14F05', '14J45', '32L10', '14J10', '14J60', '14-02', '14D99']",0.45564475157312007,0.936101456802176,0.38745519323385147,0.24776654307116486,0.5035054989269192
506,6023348,"['14J28', '14J50', '14K22', '20B30']","['14J28', '14H40', '14J10', '14J50']","['14J28', '14J50', '14K22', '20B30']","['20-02', '20-04', '20D08', '20Cxx', '20D05', '20D06', '20D30', '20G40', '14J15', '14-02']",0.5830327608282387,1.0,0.0,0.0,0.6914215496652297
507,6023349,['14R10'],['14R10'],"['11R11', '32S35', '14E15', '14D07', '13F20', '37P05', '11C08', '11S05', '13F05', '14E05']","['11D04', '14R15', '14-02', '14E05', '14E07', '34D23', '14E20', '14R10', '13N15', '13F20']",1.0,0.0,0.31546487678572877,0.0,1.0
