,de,mscs,keyword_mscs,refs_mscs,keywords_DCG,refs_DCG
4701,23670,"['34C25', '34C23']","['34C25', '34B15', '34C15', '47N20', '34C11', '34A34', '70K40', '34K13', '37D45', '34C23']","['70K99', '34C29', '35J65', '35K55', '35K60', '35B35', '34B15', '35K57', '35B40', '34C25']",,
4702,23672,"['34E15', '34D15']","['34E15', '34D15', '45N05', '45B05', '45M05', '45E10', '34B15']","['34E20', '34B15', '34B99', '35G15', '45G10', '45L05', '45M05', '45J05', '45D05', '45B05']",,
4703,23676,"['90C29', '90B50', '90-08']","['93B17', '34C20', '93B10', '93C10', '93C05', '93B55', '93B52', '93B40', '15A09', '34A34']","['90C31', '90C05', '05C30', '90-01', '90C32', '90B50', '91B16', '91B06', '91B08', '90C99']",0.0,0.38685280723454163
4704,23678,"['90C25', '91B32', '90-08', '90C60']","['05B35', '05C65', '90C25', '91B32', '90-08', '90C60', '91A12', '90C35', '05C35', '05C75']","['90C10', '05B35', '90B10', '90C35', '90C90', '05C35', '90B22', '60K25', '90C08', '65K05']",0.46533827903669656,0.0
4705,23679,"['90C10', '90C30', '90C31', '90B25', '90C90']","['90C10', '90C30', '90C31', '90B25', '90C90', '60K10']","['90C31', '90C10', '90C05', '65K05', '00B25', '92-06', '90C30', '90C39', '90C15', '90C09']",0.7103099178571526,0.11873572903600739
4706,23683,"['90C31', '90C05', '90C29', '90C35', '90C10']","['90C31', '90C05', '90C29', '90C35', '90C10', '90B35']","['90C27', '68Q25', '90C08', '90C35', '05C35', '90B10', '65K05', '90C05', '91B16', '91B06']",0.7103099178571526,0.27777777777777773
4707,23684,"['90C29', '90C26']","['90C29', '90C48', '90C31', '90C46', '90C30', '49K27', '49J52', '49J53', '90C26', '65K05']","['90C31', '90C30', '90C25', '52A20', '49M37', '90C32', '90C99', '90C46', '90-01', '90C05']",,
4708,23686,"['90C15', '90C05', '90C70', '90-08']","['34C28', '93B35', '90C15', '90C05', '90C70', '90-08', '34C15', '34D05', '34D23', '93C41']","['90B50', '91B06', '90C39', '90C70', '90C31', '65K05', '90C15', '03E72', '90C05', '94D05']",0.46533827903669656,0.4077324383928644
4709,23708,"['13F05', '13F20']","['13F05', '13F20', '13G05', '13A15', '13A05', '13C05', '16H05', '13B25']","['13F20', '13F05', '11R09', '11C08', '13A15']",,
4710,23709,"['11B68', '11S40', '05A30', '05A10']","['11B68', '11S40', '05A30', '05A10', '11S80']","['11B68', '11B73', '05A30', '11S40', '11S80', '11M38']",0.8154648767857288,0.5654648767857288
4711,23710,"['11T55', '11R58', '11G09']","['11G09', '11T55', '11R58', '11J85', '11J72', '30C99', '11K16', '11J81', '11A63']","['11T06', '11J81', '11T55', '14G35', '11G18', '11G09', '14H25', '11F52', '14G25', '11-02']",0.6309297535714575,0.0
4712,23711,"['11R33', '11R37', '11R20', '11G16']","['11R11', '11R37', '11R23', '11R29', '11R42', '11R27', '11R18', '11R33', '14H52', '11G16']","['11-02', '11R33', '11G15', '11F03', '11R18', '11R37', '33E05', '14L05', '11R32', '16H05']",0.5,0.19342640361727081
4713,23712,['11D68'],['11D68'],"['11A63', '11D85', '11D61', '11N05', '11D68', '11A67']",,
4714,23713,"['11D41', '11R58']","['11D41', '11R58', '11D88', '12J25', '30G06', '30D35', '14H05', '11E04', '11E81']","['11D41', '11R58', '14H05', '11D88', '11-02', '11D61', '11D99', '11J68', '14G05', '14J25']",,
4715,23714,"['11A63', '11B85']","['11A63', '11B85', '60C05', '60F05', '62E17', '11N37', '11K16', '60-02', '11N36', '11A41']","['37H99', '11K38', '82B44', '52C07', '11H31', '52C17', '82D25', '43A60', '11A63', '11N37']",,
4716,23715,['11K38'],"['11K38', '11K06', '11K45', '65C10', '11J71', '11K31', '60F15', '65C05', '11K16', '42A55']","['65C10', '11K38', '11K16', '11K06', '65-02', '65C05', '65D32', '65N06', '11J71', '11B37']",,
4717,23811,['47B37'],"['47B37', '15A09', '15A60', '15A45', '65F20', '15A03', '15B57', '15A18', '15B33', '15A21']","['15B57', '47A53', '93B25', '39A10', '93C55', '93C05', '39A12', '15A09', '45B05', '47B20']",,
4718,23812,['47A35'],"['47A35', '15A72', '44A15', '42B20', '42B25', '42A38', '42B10', '42A50']","['43A22', '43A65', '43A15', '47N10', '47D03', '47B40', '44A15', '43A05', '42B25', '43-02']",,
4719,23814,"['47B37', '47A10']","['47B37', '15A21', '40G05', '47A10', '15B57', '15B48', '40C05', '40D25']","['40G05', '28A99', '40C05', '45K05']",,
4720,23773,['47A50'],"['47A50', '65J10', '65J20', '35J25', '65N30', '65N12', '65F10', '47A52', '45B05']","['65F10', '65F15', '90C25', '65K05', '68Q25', '90-02', '90C55']",,
4721,23774,"['15B52', '15A12', '65F35']","['15B52', '60B20', '15A18', '60F05', '46L54', '82B44', '60F15', '60K35', '05C80', '62E20']","['60B99', '60-02', '60G15', '46C05', '68Q25', '65G99', '26C15', '28A75', '60B05', '60D05']",0.0,0.0
4722,23775,"['65J10', '65R10', '65J20', '44A10', '47A50', '47A10']","['65J10', '65R10', '65J20', '44A10', '47A50', '47A10', '68Q25', '68R99', '68P10']","['74K20', '41A60', '74B20', '44A10', '65J10', '47A50', '65R20', '45B05', '41A65', '41A45']",0.6404015779112127,0.2217132018086354
4723,23776,"['68U05', '68R05', '68Q25']","['68U05', '68R05', '68Q25', '52C35', '32S22', '65D18', '14B05', '52C30']","['52-02', '52A35', '68Q25', '68-02', '68P10', '68R10', '05A15', '05B30', '68R99', '68U05']",1.0,0.0
4724,23777,"['68Q25', '68Q05', '68W15']","['68Q25', '65Y05', '68W15', '65F30', '65Y20', '68R10', '68Q05', '12Y05', '90C05', '65H05']","['03D15', '03D10', '03D20', '03D80', '68Q05', '68Q17', '68Q25', '68-01', '68-02', '65T40']",0.3562071871080222,0.43067655807339306
4725,23778,"['68Q25', '68R10']","['68Q25', '68R10', '05C38', '05C70', '05C05', '05C99', '05B30', '05C20', '05C35']","['05C70', '05B30', '05C99', '05B05', '05C75', '05C05', '68Q25', '68-02', '03D15', '68R10']",,
4726,23779,"['68Q30', '46B99', '90C60']","['68Q30', '46B99', '90C60', '65Y20', '65C05', '68Q25', '65D15', '46E35', '65D07', '41A15']","['65D07', '41A15', '65D05', '41A05', '41A45', '41A65', '65J10', '68W99', '46B99', '65J05']",1.0,0.31546487678572877
4727,23794,['37B99'],"['37B99', '92B05', '92F05', '62P10', '28A80', '28A78', '37D45', '41A05', '42C05']","['28A75', '49Q15', '58C25', '58K99', '37-01', '00A06', '26A18', '28A80', '37D45', '37G15']",,
4728,23795,"['53D50', '37D45']","['53D50', '37D45', '01A60', '81-03', '81P05', '81P15', '94A17', '00A79']","['37D45', '37J99', '81Q50', '81Q20', '37C25', '37-01', '37Dxx', '37G99', '00B60', '01A75']",,
4729,23801,"['46S10', '41A52']","['46S10', '41A52', '01A70', '01A55', '65D20', '33C45']","['46S10', '41A50', '12J25', '42-02', '46H05', '46A22', '46J20', '12J10']",,
4730,24263,"['35P25', '70F05', '81U05', '35S05']","['35P25', '70F05', '81U05', '35S05', '47A10', '47F05', '35J10']","['35S05', '47Gxx', '35J10', '47A40', '35P25', '81U05', '70F10', '81V70', '42B10', '35P10']",0.8154648767857288,0.19342640361727081
4731,24278,['34E20'],"['34E20', '74B99', '74H99', '35B40', '35Q72', '65L11', '65L10', '46E22', '34B05']","['34E15', '34E20', '34B15', '34E05', '34B10']",,
4732,24279,['34E15'],"['34E15', '65F15', '65F50', '45J05', '45G10', '45L05', '35B40', '39A11']","['34E15', '34B05', '34B15', '34D15']",,
4733,24280,"['42A24', '42A38']","['40A05', '65B05', '42A24', '65B10', '40E05', '42A38', '34M40', '39A13', '33D05', '40G10']","['42-01', '65A05', '65-02', '42A38', '65T50', '34B27', '34-01', '34A34', '34L99']",,
4734,24281,"['39B12', '37B99']","['65F10', '47J25', '65F30', '15A24', '65H05', '65F20', '65H10', '65J15', '47H09', '65R20']","['37G15', '37G99', '37D45', '34C15', '76F99', '58-02', '37C55', '37N99', '37B99', '26A18']",,
4735,24282,"['34E15', '34B15']","['35J25', '35J65', '35J05', '34B15', '35J60', '65N30', '65N15', '35B40', '35A05', '35B65']","['34B15', '34-02', '34E05', '34A34', '34E15', '34A40', '34A45', '34D15', '34D05']",,
4736,26461,"['65K05', '90C05']","['65L05', '65F10', '65M12', '65R20', '65L10', '65N30', '65M06', '65K05', '34A34', '65L20']","['90C05', '65K05', '41A50', '65D99', '65F20', '68Q25']",,
4737,26465,['93B30'],"['93B30', '41A15', '41A05', '34A34', '41A50', '34D20', '41A55', '74S30', '41A21', '37-XX']","['93B30', '35L05', '65N99', '93E10', '93-02', '93-04', '94A05', '92B05', '68T05', '68-02']",,
4738,26466,"['65C99', '65F15']","['62F15', '62K05', '62C10', '65C99', '65F15', '62K99', '62N05', '62G05', '62A01', '62P20']","['62A01', '62F10', '62J05', '62G05', '62P10', '62K05', '65C99', '65D32', '62E15', '62M20']",,
4739,26468,"['65R20', '65L10', '65-03', '01A65', '45E10', '34B15']","['65R20', '65L10', '65-03', '01A65', '45E10', '34B15', '49J27', '47A62', '93C25', '34H05']","['34-02', '35Bxx', '45-XX', '49-XX', '93E10', '94A15', '65-01', '65L10', '65R20', '65Lxx']",0.6404015779112127,0.08333333333333333
4740,26471,"['65L10', '65L60', '65L20', '34B05']","['65M12', '65M06', '65L20', '65L05', '34K20', '34A34', '65L06', '65M15', '65R20', '34D20']","['65L10', '34B15', '78A55', '65L20', '65L05', '65-02', '34Bxx', '34E15', '34A55', '34A34']",0.31546487678572877,0.25
4741,26472,['65C10'],"['65C05', '65C30', '60H35', '60H10', '34F05', '65L06', '65C99', '65C10', '65L05', '34A34']","['60K99', '60K35']",,
4742,26473,['68Q55'],"['06B35', '68Q55', '54F05', '18D15', '06F30', '54A35', '54D05', '68Q60', '18B30', '18C50']","['68-02', '03B40', '68Q60', '03B70', '68Q55', '68N01', '68Q65', '68P05', '06A12', '18A15']",,
4743,26474,"['68Q60', '68Q65']","['68Q60', '68Q65']","['68N01', '68Q60', '68P05', '68-02', '08B05', '08C05', '18C05', '06B23', '03C05', '08A05']",,
4744,26475,"['68Q55', '68Q60', '68Q10']","['68Q55', '68Q60', '68Q10', '03B45', '03B70', '54E15', '42C30', '68Q65', '03B50']","['68N01', '68-02', '68Q45', '05C05', '68Q60', '68Q10', '68Q55', '68N25', '68Q65', '68N15']",1.0,0.43067655807339306
4745,26502,"['74B20', '74B99', '74H99', '05C90']","['74B20', '74B99', '74H99', '05C90']","['74B20', '74B99', '74H99', '05C90', '74H45', '74K20']",0.8154648767857288,0.8154648767857288
4746,26504,"['74H45', '74K20', '74B20']","['74H45', '74K20', '74K15', '74E30', '74S05', '74B20', '74L15', '74H55', '74K10', '74S30']","['74B99', '74A99', '74E05', '74S05', '74S30', '74K10', '74K20', '74K15', '74K99', '74H45']",1.0,0.3562071871080222
4747,26510,"['65L05', '65C20', '34A34']","['65L05', '65C20', '34A34', '65C99', '65C10', '37D45', '65N38', '92Cxx', '68U20']","['93C10', '93A10', '93A99', '68U20', '94C15', '70H03', '93C15', '65L05', '65J99', '65L20']",1.0,0.0
4748,26511,"['65L05', '65C20', '34A34']","['65L05', '65L06', '34A34', '65L20', '65L70', '34A09', '34K05', '65M12', '34K28', '65M20']","['65L05', '65C20', '34A34', '65J99', '65L20', '70H03', '65Yxx', '34B30', '70F99', '37N05']",0.0,1.0
4749,26530,"['35Q51', '81T40', '81R10', '81R50']","['35Q51', '81T40', '81R10', '81R50']","['17B37', '16T20', '16T25', '16T05', '20G42', '53D17', '53D55', '17B81', '37K15', '81U40']",0.8154648767857288,0.0
4750,26531,"['58J22', '58J20', '58J32']","['58J22', '58J20', '58J32', '58J28', '57R20', '58J52', '58J35']","['22E65', '17B67', '22-02', '46M20', '14M15', '43A85', '32M10', '47Gxx', '46L80', '35S05']",1.0,0.0
4751,26533,"['53Z05', '53C80']","['53Z05', '53C80', '81T18', '81T75', '81R60', '81Q30', '81T17', '14N10']","['32G15', '32B25', '81T08', '81T60', '30F30', '81T30', '32G81', '30-01', '30-02', '30F99']",,
4752,26538,"['74P99', '74M05']","['74P99', '74M05', '35Q30', '35C05', '76D10', '76D55', '44A10', '93C95', '93B51', '70Q05']","['65-01', '65J15', '65H17', '65-02', '65L15', '34Cxx', '49-02', '93-02', '93C05', '90C30']",,
4753,26539,"['74E05', '74A40', '74S30']","['74E05', '74A40', '74S30', '60B15', '60B05', '43A05', '60B10', '60F05', '28B20']","['35-02', '35B20', '35B25', '35B27', '74-02', '76-02', '79-02', '74E05', '74E30', '74S30']",1.0,0.0
4754,26614,"['68M20', '60K25', '90B22']","['68M20', '60K25', '90B22', '60F17', '60G17', '60F05', '60G50', '60F15', '60F99']","['60Kxx', '60-02', '60Fxx', '60K25', '68M20', '90B22', '60J80', '60F05', '68-02', '90-02']",1.0,0.5
4755,26633,"['53C40', '53-02']","['53C40', '53-02', '90-02', '03-02', '68Q25', '16-02', '05-02', '11-02']","['53-01', '53A07', '53A40', '53A05', '53A10', '53C40', '53B25', '53C42', '53C30', '53C35']",,
4756,26634,['53C40'],"['53C40', '53C15', '53C25', '90-02', '03-02', '68Q25', '16-02', '05-02', '11-02']","['53-XX', '53A30', '53-02', '53C25', '53C55', '53C30', '58J60', '53C20', '17Bxx', '17-01']",,
4757,26635,"['53C05', '58A05', '53-02']","['53C05', '58A05', '53-02', '58A20', '53A55', '58C40', '37J99']","['58A05', '58A10', '58A30', '53A55', '58J99', '35A99', '58A20', '53B05', '14L24', '13A50']",1.0,0.0
4758,26636,"['35Q53', '53C45']","['37J35', '35Q53', '53C45', '65H10', '39A12', '37J15', '70E17', '70E40', '70H06', '65D17']","['76-02', '76B15', '76D33', '76Q05', '35Q99', '35A30', '35G20', '60F17', '60J99', '60F05']",,
4759,26637,"['53A05', '53-02']","['53A05', '53-02', '68U05', '53C45', '53C22', '52A20', '52A15', '65D17']","['53A05', '53A07', '53-02', '30G20', '35A25', '30-02', '35-02', '35Jxx', '35A22', '74K25']",,
4760,26638,['60G15'],"['35B40', '34D05', '35J60', '39A11', '45M05', '35K55', '60F05', '34K25', '35B25', '35A05']","['81Txx', '81-02', '46-02', '47-02', '46Axx', '46Bxx', '46Cxx', '47E05', '47F05', '47H10']",,
4761,26639,"['60J65', '60J55', '60J25']","['60J25', '60J60', '60F05', '47D06', '60H10', '60J45', '60J65', '60J55', '60J27', '47D07']","['60J65', '60J55', '65A05']",0.3333333333333333,1.0
4762,26640,"['62F03', '62E15', '62F10', '62H15']","['62H17', '62G10', '62F03', '62H15', '62E15', '62F10', '93B51', '93C95', '90B25', '92B20']","['62E15', '62G10', '62F10', '62-01', '62-02', '62F03', '62E20', '62J10', '62F05', '60B05']",0.40876468265396737,0.31546487678572877
4763,26641,"['60F05', '60G10']","['28D05', '60F05', '60G10', '47A35', '37A05', '28D20', '37E05', '60F15', '01A60', '37A35']","['58-02', '37C75', '37D99', '37C25', '57R50', '22D40', '28D05', '20Jxx', '22D25', '46L10']",,
4764,26642,"['60D05', '60F99']","['52B10', '52B05', '52Bxx', '05C10', '52C17', '90C31', '90C35', '65K05', '65F30', '60D05']","['60E10', '60Fxx', '60-02', '60E07', '60G50', '60F05']",,
4765,26643,"['62M15', '60G10', '60G15']","['60G15', '60G10', '62M15', '60F05', '60G70', '60G12', '60G35', '62M09', '62M20', '62G07']","['62G10', '47B35', '47-02', '15B05', '47B15', '60G44', '60B10', '60Hxx', '60-02', '62-01']",1.0,0.0
4766,26644,['60G60'],"['60G60', '41A10', '41-03', '42C40', '42C10', '41A65', '01A60', '03F60', '41A15']","['60G17', '28C20', '60B11', '60G42', '60B05', '26D10']",,
4767,26646,"['94A13', '62C20', '60G35']","['94A13', '62C20', '60G35', '60H10', '60G15', '60H15', '62M09', '62G05']","['62G10', '62G20', '62M02', '94A12', '93E11', '60G15']",1.0,0.0
4768,26647,"['60J35', '60J60', '60J10', '60B15', '60J45']","['60J35', '60J60', '60J10', '60B15', '60J45']","['46L80', '46M20', '46L35', '20C32', '60B15', '22D40', '28D20', '43A07', '20F99', '60G50']",0.7103099178571526,0.14355885269113103
4769,26648,['62F03'],"['62F03', '62H15', '62H05', '62H17', '74J15', '74F05']","['62F10', '62F12', '62-01', '62-02', '62F15', '62C15', '62C20', '62G05', '62H12', '62J05']",,
4770,26649,['60F10'],"['60F10', '60K35', '60F05', '60G50', '60H10', '60H15', '60J60', '60K25', '60F15', '60J65']","['60G15', '60G12', '60B11', '60F10', '60E99', '60B12', '60B05', '26D10', '60G30']",,
4771,26651,"['60G70', '60G42', '60E10']","['60G42', '62P05', '60F15', '60G70', '60E10', '60G10', '60G46', '41A58', '60F05']","['60F05', '62G30', '62E99', '62E15', '60E99', '60G42']",0.0,0.0
4772,26653,"['62G20', '62G10', '60F10', '62G30']","['62E20', '62G10', '62G30', '62G20', '62G05', '60F05', '60F15', '60F17', '62G09', '60F10']","['60G48', '60J65', '62F10', '62G05', '62G30', '62G10', '60F05', '60G42', '62G20', '62F03']",0.5,0.19342640361727081
4773,26654,"['62C15', '62F10']","['62C15', '62F10']","['62C15', '62H12', '62F10', '62C20', '62J05']",,
4774,26655,"['60F99', '60K35']","['60F99', '60K35']","['42-02', '42A10', '42A16', '60G60', '60-02', '82B05', '60G50', '60E10', '60F10', '46E30']",,
4775,26656,['60G60'],"['60G60', '60G15', '60H15', '60G10', '60G50', '60F15', '31C25', '60G70', '60F10']","['60-02', '28A35', '62B05', '60B99', '60C05', '60G99', '62E15', '60E05', '60F20', '28-02']",,
4776,26657,"['60B15', '60E07']","['60B15', '35K15', '28C15', '43A05', '35K65', '35K55', '28A33', '60E07', '49K20', '93B05']","['60E07', '60-02', '30D15', '30E99', '62E10', '30B10', '43-01', '43A22', '43A05', '43A65']",,
4777,26658,['92C55'],"['92C55', '70F15', '70-02', '91D30', '74A60', '74M25', '74A40', '74L10']","['65R10', '44A15', '62P99', '86A99', '65C60', '65D32']",,
4778,26662,"['11S31', '14L05']","['11S31', '14L05', '11S15', '11S70', '11S20', '11S99', '11R65', '11R11', '11R18', '11D41']","['11S31', '14L05', '11S70', '19F15']",,
4779,26663,"['20G20', '20E15']","['20D30', '20E15', '20D10', '20E07', '20D35', '20D60', '20D40', '20K01', '20D20', '20D15']","['20H25', '20G35', '20G25', '20G15', '20E15', '20E07', '20E36', '20E05', '20K20', '19B14']",,
4780,26665,"['20G15', '20E15', '20E07']","['81R25', '15A66', '20G15', '20E15', '20E07', '53C27', '53C10', '57R15', '11E04', '11E72']","['51-02', '15-02', '11Exx', '20G15', '20H25', '20G35', '20G25', '20E07', '20E15', '20F12']",0.5,0.31546487678572877
4781,26666,"['20G15', '20E07', '20E15']","['20G15', '20E07', '20E15', '22E67', '22E65', '22E50', '11F70']","['20H25', '20G35', '20G25', '20E07', '22E15', '22C05', '22E10', '20G40', '20D05', '20D06']",1.0,0.5
4782,26667,"['12F10', '11S20']","['11R32', '12F10', '12F12', '11S20', '11R18', '12H05', '11R37', '14H30', '12G05', '12Y05']","['22-01', '43-01', '54-01']",,
4783,26668,['94B05'],"['94B05', '11T71', '94B75', '90B60', '94B60', '05B10']","['94B05', '11F27', '94Bxx', '94-02', '05Bxx', '11T71', '94B99']",,
4784,26669,"['12F10', '20B25']","['12F10', '11R32', '12F12', '60B15', '60E07', '43A05', '11S20', '11R34', '12E30', '20F29']","['12F10', '11R37', '11R23', '11-02', '11-01']",,
4785,26670,"['14C25', '14C05', '18F30']","['16E20', '16D90', '20C05', '20C20', '18E30', '19A22', '16G20', '20G05', '18F30', '16T05']","['11E70', '19E15', '14C35', '11E88', '19E20', '11E81', '14J25', '11-02', '11Exx', '15A63']",0.0,0.0
4786,26671,"['11E81', '19G05']","['11E81', '19G05']","['11E16', '13H05', '13H10', '13C10', '13D15', '13-02', '13B25', '14F05', '14A05', '11-02']",,
4787,26672,"['20F16', '20F12', '20F05']","['20F16', '20F12', '20F05', '20F14', '20E07', '20E05']","['20-01', '20-02', '51E15', '20-04', '20D15', '20F12', '20E10', '20F14']",1.0,0.38685280723454163
4788,26678,"['47B25', '47F05', '35J15', '35J10']","['47B25', '47F05', '35J15', '35J10', '81Q10', '34L40', '47A10', '35P05']","['35-02', '35J10', '81Q10', '81S40', '35P20', '35P25', '47A40', '47A10', '47-02']",0.8154648767857288,0.0
4789,26679,"['30B50', '30D10']","['30B50', '30D10', '47B33', '46C05', '30D15']","['37B99', '26A18', '37D45']",,
4790,26680,"['47B15', '47A50', '47B20']","['47B15', '47A50', '47B20', '43A45', '47A15', '47E05', '46E10', '43A46', '47A10', '46J20']","['46L10', '47L10', '46L05']",1.0,0.0
4791,26681,['46B15'],['46B15'],"['46B15', '46-02', '46B20', '46B25', '46Bxx', '46M35', '46B10']",,
4792,26683,"['40C10', '40G10']","['40C10', '40G10', '42C15']","['40D10', '40G05', '40G10']",,
4793,26684,"['46B15', '46C05']","['46B15', '46C05', '52A10', '52A40', '05A05', '52-04', '90B35', '47J25']","['47B35', '46J15', '46B15', '40J05', '42C15', '42A20']",,
4794,26687,"['31B05', '31B10', '31B20']","['31B05', '31B10', '31B20', '31B25']","['31B05', '30E15', '30-02', '30E25', '30D15', '30D20', '30D35']",1.0,0.0
4795,26691,"['74F10', '35Q72', '76J20']","['74F10', '35Q72', '76J20', '74A55', '74M15', '74S30', '49J40', '74K15', '74B99', '74H99']","['74B20', '37C70', '35Q99', '74K15', '74F10', '54F45', '34A05', '34K05', '34D10', '34C25']",1.0,0.0
4796,26692,"['13B25', '12E05', '14E07']","['13B25', '12E05', '14E07', '13P10', '13D02', '68W30', '14M05', '14M10', '14Q99', '15A15']","['13B25', '14E15', '14M05', '14B05', '13F20', '13D25', '13-02', '13-03', '01A75', '13A15']",1.0,0.0
4797,26693,"['18D10', '19D23', '55P47', '18G30']","['18D10', '19D23', '55P47', '18G30', '18D05']","['55P47', '55-02', '55P60', '55R05', '55U35', '55P42', '18G30', '55P35', '55T05', '55Q25']",0.8154648767857288,0.0
4798,26799,"['13D02', '13D25', '14M15']","['13D25', '18G15', '13H10', '13D30', '13D02', '13E05', '14M15', '13D07', '13E10', '13B35']","['14M12', '14C20', '14C17', '13H15', '13D25', '13C10', '14B15', '13F20', '14E15', '13D03']",0.0,0.43067655807339306
4799,26800,"['20G05', '20C30', '05E10', '05E05', '15A72']","['20G05', '20C30', '05E10', '20G10', '20G43', '05E05', '15A72', '20C08', '20C20', '16E05']","['15A72', '05A17', '14M12', '16W30', '20C30', '20G05', '20G20', '20C20', '20G15', '15A75']",0.6725941869353331,0.14355885269113103
4800,26809,"['53C07', '58D27']","['53C07', '58D27']","['58-02', '53-02', '53C07', '53C28', '53C80', '58D15', '58D30', '58E15', '81T13', '81T08']",,
4801,26811,"['53C42', '53A30']","['53C42', '53A30', '37A30', '53C20', '37A40']","['53A05', '53A30', '53C42', '53C40', '58E10', '58E05', '57R40', '53C45', '53C65']",,
4802,26812,"['53C40', '53A05']","['53C40', '53A05', '53C42', '53A10', '53C50', '53C20', '53C12', '53C21']","['53-01', '22E15', '53-03', '53A05', '53A10', '53A15', '53A30', '53B05', '53B20', '53B25']",,
4803,26813,"['53C12', '53C20', '57R30']","['53C12', '57R30', '53C20', '37C85', '58J40', '58J42', '58B34', '57R20', '53C10', '53D10']","['37D99', '28D20', '37A99', '37D40', '53D25', '37C10']",0.6309297535714575,0.0
4804,26967,"['34K20', '34K40']","['34K20', '34K40', '34D20', '34A30', '93D15', '34D10', '93C05', '93D05']","['34A05', '34K05', '34D10', '34C25', '34D20', '34-02']",,
4805,26968,"['42A10', '41A46']","['65D32', '42A10', '41A55', '41A63', '41A46', '41A17', '42B05', '65C05', '41A50', '43A70']","['47-01', '41-01', '47B38', '41A55', '41A46', '42A75', '42A10', '41A65', '41A15', '49-01']",,
4806,26970,"['35K60', '35K57', '35B35', '35B20']","['35A05', '34B15', '35J65', '35B40', '35D05', '35Q35', '34B18', '35J60', '35Q30', '35B65']","['35K55', '35B10', '35B40', '35B35', '34A25', '34C25']",0.0,0.25
4807,26971,"['60K05', '60G50']","['60K05', '60G50', '60F05', '28A80', '28A75', '60B15', '60B20', '60J50', '37A50', '60H25']","['60K05', '60G50', '60F05', '60F99']",,
4808,26973,"['60H10', '93E15', '34C29']","['60H10', '93E15', '34C29', '60K25']","['60H10', '60F10', '60J60', '60J75', '93E15', '60J25', '60G10', '34F05', '34E10', '60-02']",1.0,0.43067655807339306
4809,26975,"['60C05', '60F05']","['94A55', '11K45', '60C05', '60F05', '11K31', '65C05', '65C10', '65C20', '42C05', '26C05']","['11-02', '11P81', '11P82', '11P83', '11P84', '05-02', '05A15', '05A17', '05A19', '60-01']",,
4810,26977,"['45E10', '45N05']","['30C45', '44A35', '46F12', '11A25', '60E05', '42A85', '43A25', '42A38', '43A15', '42B20']","['46-02', '46L99', '47A53', '47A68', '45E10', '47B35', '45N05', '60K15', '60-01', '60G55']",,
4811,26978,"['34K05', '34K99', '34K25']","['34K20', '34K05', '34K99', '34K25', '34K06', '34K10', '34K13', '47N20', '34K30', '34K28']","['34K25', '34A12', '34K05', '34A30', '35-02', '34Lxx', '34-02', '47-02', '47E05']",0.6309297535714575,0.0
4812,26979,"['65L10', '34B15']","['65L10', '34B15', '65L05', '34A34', '65L20', '65L06', '45J05']","['65L10', '65-02', '34B15', '34B10', '34B37', '34C25', '65L60']",,
4813,26980,"['35Q53', '37J35', '37K10']","['37K10', '37J35', '35Q53', '35Q51', '37K35', '35Q99', '35P25', '39A14', '37K60', '35Q55']","['35-02', '37-02', '35Q51', '35Q53', '37K10', '37K15', '37K40', '35P25', '35B10', '35J10']",1.0,0.0
4814,26982,['30D10'],"['30B50', '30D15', '30D10', '30D35', '60E05', '15B48', '26B10']","['47-01', '41-01', '47B38', '30D20', '30D10', '30D15']",,
4815,26984,['28B05'],"['74B05', '28B05', '65H05', '03B52', '26B99', '03E72', '58C25', '58K99', '68Q30']","['60G57', '28A25', '60A10', '28B05', '46G10', '28A10']",,
4816,26985,"['60F17', '60J25']","['60F17', '60J25', '49J45', '49N60', '49Q20', '49J10', '49J52', '35J50', '46E30', '49J20']","['60Jxx', '60K15', '60J55', '60-02']",,
4817,26986,['60J99'],"['60J99', '60G51', '60G17', '60G99', '60G18', '60H99', '60E10', '60G10', '60G48', '11K65']","['00B15', '60-06', '60J25', '60J35']",,
4818,26987,"['47J20', '47H05', '58E35']","['65J20', '35R25', '65J15', '35R30', '65F20', '65R20', '35K05', '65M30', '35J05', '65M12']","['65J10', '65R20', '65-02', '47A50', '65F10', '45E10', '47H05', '65J15', '49J40', '46B99']",0.0,0.3562071871080222
4819,26988,"['30A10', '30E99', '30C10']","['30A10', '30E99', '30C10']","['30C10', '30C30', '30E10', '30C70', '30C35', '30C62', '41A10', '41-02']",1.0,0.0
4820,27016,"['60F17', '60J65', '60B12', '60F05']","['60F05', '60F15', '60F17', '60G50', '60B12', '62E20', '60K35', '60G10', '60D05', '60G15']","['60G50', '62D05', '60F17', '60B12', '60G60', '60G15', '62E20', '62G30', '60F05', '60A05']",0.21533827903669653,0.25
4821,27056,"['47A10', '47A40', '47B25']","['14B05', '14J17', '14E15', '35A20', '58K05', '57R45', '58K99', '58C25', '83C75', '14H20']","['47A45', '47B44', '47A10', '47A55', '47-02', '46Cxx', '47A75', '30G30', '46E15', '47A56']",0.0,0.0
4822,27062,"['14F05', '13D40', '14M10']","['37C10', '34C20', '34C23', '34C07', '57R25', '34C37', '34E15', '34A36', '37G99', '14M10']","['13N05', '32B05', '14B05', '14J17', '32Sxx', '32S30', '32S05', '58C25', '58K99', '57R45']",0.0,0.0
